% Model,HUR_model_weather_Helsinki_.mph
% Version,COMSOL 5.4.0.388
% Date,"Oct 14 2019, 18:27"
% Table,Table 8 - Point Evaluation 3 (T)
% Time (h),"Temperature (degC), Point: 3","Temperature (degC), Point: 9","Temperature (degC), Point: 13","Temperature (degC), Point: 17","Temperature (degC), Point: 23","Temperature (degC), Point: 25","Temperature (degC), Point: 27","Temperature (degC), Point: 39","Temperature (degC), Point: 41","Temperature (degC), Point: 47","Temperature (degC), Point: 51","Temperature (degC), Point: 53","Temperature (degC), Point: 57"
61,15.83969571915054,14.236647318414214,16.819602981769663,16.359813955141533,14.020957641590485,21.25163876102465,13.265210489252524,17.573439910944955,17.41723062148617,18.40496685564824,14.782128208134395,15.137226683198094,16.148135770598856
62,15.86284294303448,14.260621653257033,16.842144430642406,16.388725589158184,14.043340464201378,21.357559964623647,13.291103956168058,17.593374179970624,17.438045065207575,18.425984681534658,14.80550766955497,15.159327878003694,16.17076797720472
63,15.885990166918418,14.284595988099852,16.864685879515207,16.417637223174836,14.065723286812386,21.463481168222643,13.316997423083592,17.613308448996293,17.45885950892898,18.44700250742096,14.828887130975545,15.181429072809351,16.19340018381058
64,15.909137390802414,14.308570322942671,16.88722732838795,16.44654885719143,14.088106109423336,21.56940237182164,13.342890889999182,17.63324271802196,17.479673952650387,18.468020333307322,14.852266592396177,15.203530267614951,16.216032390416444
65,15.932284614686353,14.33254465778549,16.909768777260695,16.475460491208082,14.11048893203423,21.675323575420578,13.368784356914716,17.65317698704763,17.500488396371793,18.48903815919374,14.875646053816752,15.225631462420665,16.238664597022307
66,15.955431838570291,14.356518992628367,16.932310226133495,16.504372125224677,14.132871754645237,21.78124477901963,13.39467782383025,17.673111256073298,17.5213028400932,18.5100559850801,14.899025515237327,15.247732657226322,16.26129680362817
67,15.978579062454287,14.380493327471186,16.95485167500624,16.53328375924133,14.155254577256187,21.88716598261857,13.420571290745784,17.693045525099024,17.542117283814548,18.531073810966404,14.922404976657958,15.269833852031923,16.283929010234033
68,16.001726286338226,14.404467662314062,16.977393123878983,16.56219539325798,14.17763739986708,21.993087186217565,13.446464757661374,17.712979794124692,17.562931727535954,18.552091636852765,14.945784438078533,15.29193504683758,16.30656121683984
69,16.024873510222164,14.428441997156881,16.999934572751783,16.591107027274575,14.200020222478088,22.09900838981656,13.472358224576908,17.73291406315036,17.58374617125736,18.573109462739183,14.969163899499108,15.31403624164318,16.3291934234457
70,16.04802073410616,14.4524163319997,17.022476021624527,16.620018661291226,14.222403045089038,22.204929593415557,13.498251691492442,17.75284833217603,17.60456061497871,18.594127288625543,14.992543360919683,15.336137436448837,16.35182563005162
71,16.0711679579901,14.47639066684252,17.04501747049727,16.648930295307878,14.244785867699932,22.310850797014496,13.524145158408032,17.772782601201698,17.625375058700115,18.615145114511847,15.015922822340315,15.358238631254494,16.374457836657484
