% Model,HUR_model_weather_Helsinki_.mph
% Version,COMSOL 5.4.0.388
% Date,"Oct 14 2019, 18:27"
% Table,Table 8 - Point Evaluation 3 (T)
% Time (h),"Temperature (degC), Point: 3","Temperature (degC), Point: 9","Temperature (degC), Point: 13","Temperature (degC), Point: 17","Temperature (degC), Point: 23","Temperature (degC), Point: 25","Temperature (degC), Point: 27","Temperature (degC), Point: 39","Temperature (degC), Point: 41","Temperature (degC), Point: 47","Temperature (degC), Point: 51","Temperature (degC), Point: 53","Temperature (degC), Point: 57"
2006,26.28238639343124,24.882415063066162,27.497669350364674,27.333963875446955,25.256254351006135,25.392486593687693,24.82697207992794,28.73340249328868,33.16028164907499,28.734153247638403,25.686170365669398,25.78802540972839,26.582209183189775
2007,26.285891550668794,24.886079976114274,27.501032053850054,27.337314017502536,25.259972694679504,25.39319198892224,24.830835126733348,28.737369512716555,33.16950481136922,28.737200531487133,25.689762749836575,25.79161160772287,26.585644317746812
2008,26.289396707906405,24.88974488916233,27.50439475733532,27.340664159558173,25.263691038352817,25.393897384156787,24.834698173538754,28.74133653214443,33.1787279736634,28.74024781533592,25.693355134003752,25.795197805717464,26.589079452303906
2009,26.292901865144017,24.893409802210385,27.5077574608207,27.344014301613697,25.26740938202613,25.39460277939139,24.83856122034416,28.74530355157225,33.18795113595769,28.743295099184706,25.69694751817093,25.798784003711944,26.592514586861
2010,26.29640702238163,24.897074715258498,27.51112016430602,27.347364443669335,25.271127725699444,25.39530817462594,24.842424267149568,28.749270571000068,33.197174298251866,28.746342383033493,25.700539902338164,25.80237020170648,26.595949721418037
2011,26.299912179619184,24.900739628306553,27.514482867791344,27.350714585724972,25.274846069372813,25.396013569860486,24.846287313954974,28.753237590427943,33.2063974605461,28.74938966688228,25.70413228650534,25.805956399701017,26.59938485597513
2012,26.303417336856796,24.904404541354666,27.517845571276666,27.354064727780496,25.278564413046126,25.39671896509509,24.85015036076038,28.75720460985582,33.21562062284039,28.75243695073101,25.70772467067252,25.809542597695554,26.602819990532282
2013,26.30692249409435,24.90806945440272,27.52120827476199,27.357414869836134,25.282282756719496,25.397424360329637,24.854013407565787,28.761171629283638,33.22484378513457,28.755484234579797,25.711317054839697,25.813128795690034,26.60625512508932
2014,26.310427651331963,24.911734367450833,27.52457097824731,27.360765011891772,25.28600110039281,25.39812975556424,24.857876454371194,28.765138648711513,33.23406694742886,28.758531518428583,25.714909439006874,25.816714993684627,26.609690259646413
2015,26.313932808569575,24.91539928049889,27.52793368173269,27.364115153947296,25.289719444066122,25.39883515079879,24.8617395011766,28.769105668139332,33.243290109723034,28.761578802277313,25.71850182317405,25.820301191679107,26.613125394203507
2016,26.317437965807187,24.919064193547,27.531296385218013,27.367465296002933,25.293437787739435,25.399540546033393,24.865602547982007,28.77307268756715,33.25251327201727,28.7646260861261,25.72209420734123,25.823887389673644,26.616560528760544
2017,26.320943123044742,24.922729106595057,27.534659088703336,27.370815438058514,25.297156131412805,25.40024594126794,24.869465594787414,28.777039706995026,33.26173643431156,28.767673369974887,25.725686591508406,25.82747358766818,26.61999566331764
2018,26.324448280282354,24.926394019643112,27.53802179218866,27.374165580114095,25.30087447508612,25.400951336502487,24.87332864159282,28.781006726422902,33.270959596605735,28.770720653823673,25.729278975675584,25.831059785662717,26.623430797874732
2019,26.327953437519966,24.930058932691225,27.54138449567398,27.377515722169733,25.30459281875943,25.401656731737035,24.877191688398227,28.78497374585072,33.28018275889997,28.77376793767246,25.73287135984276,25.834645983657197,26.626865932431826
2020,26.331458594757578,24.93372384573928,27.544747199159303,27.380865864225314,25.308311162432744,25.40236212697164,24.881054735203634,28.78894076527854,33.28940592119426,28.77681522152119,25.73646374400994,25.838232181651733,26.630301066988864
2021,26.33490255917394,24.93733838804428,27.548052394517015,27.384155414299812,25.311978177286676,25.403065532869107,24.884847727553904,28.792747643467408,33.297781312259985,28.77980486572187,25.740005580413026,25.841769045719047,26.633689266400438
2022,26.337483009053074,24.94024213015979,27.55054607141153,27.386589928514127,25.314920872181062,25.403740866495127,24.88765215557339,28.794294709390897,33.29419348990308,28.781981135524916,25.742834118617054,25.84460974048926,26.636415146611228
2023,26.340063458932264,24.943145872275238,27.553039748306105,27.389024442728385,25.31786356707545,25.404416200121148,24.890456583592766,28.795841775314386,33.29060566754612,28.78415740532796,25.74566265682114,25.847450435259532,26.639141026822074
2024,26.342643908811397,24.946049614390745,27.555533425200565,27.391458956942643,25.320806261969892,25.40509153374711,24.893261011612196,28.79738884123782,33.287017845189155,28.786333675131004,25.748491195025224,25.850291130029746,26.641866907032863
2025,26.34522435869053,24.94895335650625,27.55802710209514,27.3938934711569,25.32374895686428,25.40576686737313,24.896065439631627,28.798935907161308,33.283430022832135,28.78850994493405,25.751319733229366,25.85313182479996,26.644592787243653
2026,26.34780480856972,24.9518570986217,27.560520778989655,27.39632798537116,25.326691651758722,25.406442200999095,24.898869867651058,28.800482973084797,33.27984220047517,28.790686214737093,25.75414827143345,25.85597251957023,26.647318667454442
2027,26.350385258448853,24.954760840737208,27.563014455884172,27.398762499585416,25.32963434665311,25.407117534625172,24.901674295670432,28.802030039008287,33.27625437811821,28.792862484540137,25.756976809637536,25.8588132143405,26.65004454766529
2028,26.352965708327986,24.957664582852715,27.565508132778746,27.401197013799674,25.332577041547495,25.407792868251136,24.904478723689863,28.803577104931776,33.27266655576125,28.79503875434318,25.75980534784162,25.861653909110714,26.652770427876078
2029,26.355546158207176,24.960568324968165,27.568001809673206,27.403631528013932,25.335519736441938,25.4084682018771,24.907283151709294,28.805124170855265,33.26907873340434,28.797215024146283,25.762633886045705,25.864494603880928,26.655496308086924
2030,26.358126608086252,24.96347206708367,27.57049548656778,27.40606604222819,25.338462431336325,25.40914353550312,24.910087579728668,28.806671236778698,33.26549091104732,28.799391293949327,25.76546242424979,25.8673352986512,26.658222188297714
2031,26.360707057965442,24.966375809199178,27.572989163462296,27.408500556442448,25.341405126230768,25.40981886912914,24.9128920077481,28.808218302702187,33.26190308869036,28.80156756375237,25.768290962453875,25.870175993421412,26.660948068508503
2032,26.363287507844575,24.969279551314628,27.575482840356813,27.410935070656706,25.344347821125154,25.41049420275516,24.91569643576753,28.809765368625676,33.2583152663334,28.803743833555416,25.77111950065796,25.873016688191626,26.663673948719293
2033,26.365867957723708,24.972183293430135,27.57797651725133,27.41336958487102,25.347290516019598,25.411169536381124,24.91850086378696,28.81131243454911,33.254727443976435,28.805920103358517,25.773948038862045,25.875857382961897,26.666399828930082
2034,26.368448407602898,24.97508703554564,27.580470194145846,27.41580409908528,25.35023321091404,25.411844870007144,24.921305291806334,28.812859500472598,33.25113962161947,28.80809637316156,25.77677657706613,25.87869807773211,26.66912570914093
2035,26.37102885748203,24.97799077766109,27.58296387104042,27.418238613299536,25.353175905808428,25.412520203633164,24.92410971982582,28.814406566396144,33.24755179926251,28.810272642964605,25.779605115270215,25.88153877250238,26.671851589351718
2036,26.37360930736122,24.980894519776598,27.585457547934936,27.420673127513794,25.35611860070287,25.413195537259128,24.926914147845196,28.815953632319633,33.24396397690555,28.81244891276765,25.7824336534743,25.884379467272595,26.674577469562507
2037,26.376189757240354,24.983798261892105,27.587951224829453,27.423107641728052,25.359061295597257,25.413870870885148,24.929718575864626,28.817500698243066,33.240376154548585,28.814625182570694,25.785262191678385,25.88722016204281,26.677303349773297
2038,26.378770207119487,24.986702004007554,27.59044490172397,27.425542155942367,25.3620039904917,25.41454620451117,24.932523003884057,28.819047764166555,33.23678833219162,28.81680145237374,25.78809072988247,25.89006085681308,26.680029229984086
2039,26.381350656998677,24.98960574612306,27.592938578618487,27.427976670156625,25.364946685386087,25.415221538137132,24.935327431903488,28.820594830090045,33.23320050983466,28.818977722176783,25.79091926808661,25.89290155158335,26.682755110194933
2040,26.38393110687781,24.992509488238568,27.59543225551306,27.430411184370882,25.367889380280474,25.415896871763152,24.938131859922862,28.822141896013477,33.2296126874777,28.821153991979827,25.79374780629064,25.895742246353507,26.685480990405722
2041,26.386511556756943,24.995413230354018,27.597925932407577,27.432845698585083,25.370832075174917,25.416572205389173,24.940936287942293,28.823688961936966,33.226024865120735,28.82333026178287,25.796576344494724,25.898582941123777,26.68820687061651
2042,26.389092006636133,24.998316972469524,27.600419609302094,27.43528021279934,25.373774770069303,25.417247539015193,24.943740715961724,28.825236027860456,33.22243704276377,28.825506531585916,25.79940488269881,25.901423635894048,26.6909327508273
2043,26.39167245651521,25.00122071458503,27.60291328619661,27.4377147270136,25.376717464963747,25.417922872641157,24.946545143981155,28.826783093783945,33.21884922040681,28.827682801389017,25.80223342090295,25.90426433066426,26.69365863103809
2044,26.3942529063944,25.004124456700538,27.605406963091127,27.440149241227914,25.379660159858133,25.41859820626712,24.94934957200053,28.828330159707434,33.21526139804985,28.82985907119206,25.805061959107036,25.907105025434475,26.696384511248937
2045,26.396833356273532,25.007028198815988,27.607900639985644,27.442583755442172,25.38260285475252,25.419273539893197,24.952154000020016,28.829877225630923,33.21167357569283,28.832035340995105,25.80789049731112,25.909945720204746,26.699110391459726
2046,26.399413806152666,25.009931940931494,27.610394316880218,27.44501826965643,25.385545549646963,25.41994887351916,24.95495842803939,28.831424291554356,33.20808575333592,28.83421161079815,25.810719035515206,25.91278641497496,26.701836271670572
2047,26.401994256031855,25.012835683047,27.612887993774734,27.447452783870688,25.38848824454135,25.42062420714518,24.957762856058764,28.832971357477845,33.20449793097896,28.836387880601194,25.813547573719234,25.91562710974523,26.704562151881362
2048,26.40457470591099,25.01573942516245,27.61538167066925,27.449887298084946,25.391430939435793,25.421299540771145,24.96056728407825,28.834518423401335,33.200910108622,28.83856415040424,25.816376111923375,25.918467804515444,26.70728803209215
2049,26.40715515579012,25.018643167277958,27.617875347563768,27.45232181229926,25.39437363433018,25.421974874397165,24.963371712097626,28.836065489324824,33.197322286265035,28.840740420207283,25.81920465012746,25.921308499285658,26.71001391230294
2050,26.40973560566931,25.021546909393464,27.620369024458284,27.454756326513518,25.397316329224623,25.422650208023185,24.966176140117057,28.837612555248313,33.19373446390807,28.842916690010327,25.822033188331545,25.92414919405593,26.712739792513787
2051,26.412316055548445,25.024450651508914,27.622862701352858,27.457190840727776,25.40025902411901,25.42332554164915,24.968980568136487,28.839159621171802,33.19014664155105,28.84509295981337,25.82486172653563,25.926989888826142,26.715465672724577
2052,26.414896505427578,25.02735439362442,27.625356378247375,27.459625354942034,25.403201719013452,25.42400087527517,24.971784996155918,28.840706687095235,33.18655881919409,28.847269229616472,25.827690264739715,25.929830583596356,26.718191552935366
2053,26.417476955306768,25.030258135739928,27.62785005514189,27.462059869156292,25.40614441390784,25.42467620890119,24.974589424175292,28.842253753018724,33.182970996837184,28.849445499419517,25.8305188029438,25.932671278366627,26.720917433146155
2054,26.4200574051859,25.033161877855377,27.63034373203641,27.46449438337055,25.409087108802282,25.425351542527153,24.977393852194723,28.843800818942213,33.17938317448022,28.85162176922256,25.833347341147885,25.935511973136897,26.723643313356945
2055,26.422637855065034,25.036065619970884,27.632837408930925,27.466928897584808,25.412029803696726,25.426026876153173,24.980198280214154,28.845347884865703,33.17579535212326,28.853798039025605,25.83617587935197,25.938352667907054,26.726369193567734
2056,26.425218304944167,25.03896936208639,27.6353310858255,27.469363411799065,25.414972498591112,25.426702209779194,24.983002708233585,28.846894950789192,33.17220752976624,28.855974308828706,25.839004417556055,25.941193362677325,26.72909507377858
2057,26.427798754823357,25.04187310420184,27.63782476271996,27.471797926013323,25.4179151934855,25.427377543405214,24.98580713625296,28.84844201671268,33.16861970740928,28.85815057863175,25.841832955760196,25.944034057447595,26.73182095398937
2058,26.43037920470249,25.044776846317347,27.640318439614532,27.47423244022758,25.420857888379942,25.428052877031178,24.988611564272446,28.849989082636114,33.165031885052315,28.860326848434795,25.844661493964225,25.94687475221781,26.73454683420016
2059,26.432959654581623,25.047680588432854,27.64281211650905,27.47666695444184,25.42380058327433,25.428728210657198,24.99141599229182,28.851536148559603,33.16144406269535,28.86250311823784,25.84749003216831,25.949715446988023,26.73727271441095
2060,26.435540104460813,25.050584330548304,27.645305793403566,27.479101468656154,25.42674327816877,25.42940354428322,24.99422042031125,28.853083214483092,33.15785624033845,28.864679388040884,25.850318570372394,25.952556141758294,26.739998594621795
2061,26.438120554339946,25.05348807266381,27.64779947029814,27.48153598287041,25.429685973063158,25.43007887790918,24.997024848330682,28.854630280406525,33.15426841798143,28.866855657843928,25.853147108576536,25.955396836528507,26.742724474832585
2062,26.44070100421908,25.056391814779317,27.6502931471926,27.48397049708467,25.4326286679576,25.430754211535202,24.999829276350113,28.85617734633007,33.150680595624465,28.869031927646972,25.85597564678062,25.958237531298778,26.745450355043374
2063,26.44328145409827,25.059295556894767,27.652786824087173,27.486405011298928,25.435571362851988,25.431429545161222,25.002633704369487,28.85772441225356,33.1470927732675,28.871208197450017,25.858804184984706,25.96107822606899,26.74817623525422
2064,26.445861903977345,25.062199299010274,27.65528050098169,27.488839525513185,25.438514057746374,25.432104878787186,25.005438132388917,28.859271478176993,33.14350495091054,28.87338446725306,25.86163272318879,25.963918920839205,26.75090211546501
2065,26.448442353856535,25.06510304112578,27.657774177876206,27.491274039727443,25.441456752640818,25.432780212413206,25.00824256040835,28.860818544100482,33.13991712855358,28.875560737056105,25.86446126139282,25.966759615609476,26.7536279956758
2066,26.451022803735725,25.06800678324123,27.66026785477078,27.493708553941758,25.444399447535204,25.433455546039227,25.011046988427722,28.86236561002397,33.136329306196615,28.877737006859206,25.86728979959696,25.96960031037969,26.75635387588659
2067,26.4536032536148,25.070910525356737,27.66276153166524,27.496143068156016,25.447342142429648,25.434130879665247,25.01385141644721,28.863912675947404,33.13274148383965,28.87991327666225,25.870118337801046,25.972441005149904,26.759079756097435
2068,26.45618370349399,25.073814267472244,27.665255208559813,27.498577582370274,25.450284837324034,25.43480621329121,25.016655844466584,28.865459741870893,33.12915366148269,28.882089546465295,25.87294687600513,25.975281699920174,26.761805636308225
2069,26.458764153373124,25.076718009587694,27.66774888545433,27.50101209658453,25.453227532218477,25.435481546917174,25.019460272486015,28.86700680779444,33.12556583912573,28.88426581626834,25.875775414209215,25.978122394690388,26.764531516519014
2070,26.461344603252257,25.0796217517032,27.670242562348847,27.50344661079879,25.456170227112864,25.43615688054325,25.022264700505445,28.86855387371793,33.121978016768765,28.88644208607144,25.8786039524133,25.98096308946066,26.767257396729804
2071,26.463925053131447,25.082525493818707,27.67273623924342,27.505881125013047,25.459112922007307,25.436832214169215,25.025069128524876,28.87010093964136,33.1183901944118,28.888618355874485,25.881432490617385,25.983803784230872,26.769983276940593
2072,26.46650550301058,25.085429235934157,27.67522991613788,27.508315639227305,25.462055616901694,25.437507547795235,25.02787355654425,28.87164800556485,33.11480237205484,28.890794625677472,25.88426102882147,25.986644479001143,26.772709157151382
2073,26.469085952889714,25.088332978049664,27.677723593032454,27.510750153441563,25.464998311796137,25.4381828814212,25.03067798456368,28.87319507148834,33.11121454969788,28.892970895480516,25.887089567025555,25.989485173771357,26.77543503736223
2074,26.471666402768903,25.09123672016517,27.68021726992697,27.51318466765582,25.46794100669058,25.43885821504722,25.033482412583112,28.874742137411772,33.107626727340914,28.89514716528356,25.88991810522964,25.992325868541627,26.778160917573018
2075,26.474246852648037,25.094140462280677,27.682710946821487,27.51561918187008,25.470883701584967,25.43953354867324,25.036286840602543,28.87628920333526,33.10403890498395,28.897323435086662,25.89274664343378,25.99516656331184,26.780886797783808
2076,26.476827302527226,25.097044204396127,27.68520462371606,27.518053696084394,25.473826396479353,25.440208882299203,25.039091268621917,28.87783626925875,33.10045108262693,28.899499704889706,25.895575181637867,25.998007258082055,26.783612677994597
2077,26.47940775240636,25.099947946511634,27.68769830061052,27.52048821029865,25.476769091373797,25.440884215925223,25.041895696641404,28.87938333518224,33.09686326027003,28.90167597469275,25.898403719841895,26.000847952852325,26.786338558205443
2078,26.481988202285493,25.10285168862714,27.690191977505094,27.52292272451291,25.479711786268183,25.441559549551243,25.04470012466078,28.88093040110573,33.093275437913064,28.903852244495795,25.90123225804598,26.00368864762254,26.789064438416233
2079,26.484568652164683,25.10575543074259,27.69268565439961,27.525357238727167,25.482654481162626,25.442234883177207,25.04750455268021,28.88247746702922,33.0896876155561,28.90602851429884,25.904060796250064,26.006529342392753,26.791790318627022
2080,26.48714910204376,25.108659172858097,27.695179331294128,27.527791752941425,25.485597176057013,25.442910216803227,25.05030898069964,28.88402453295265,33.08609979319914,28.90820478410194,25.906889334454206,26.009370037163023,26.79451619883787
2081,26.48972955192295,25.111562914973604,27.6976730081887,27.530226267155683,25.4885398709514,25.443585550429248,25.05311340871907,28.88557159887614,33.08251197084218,28.910381053904985,25.90971787265829,26.012210731933237,26.797242079048658
2082,26.492310001802082,25.114466657089054,27.70016668508316,27.532660781369998,25.491482565845843,25.444260884055268,25.055917836738445,28.88711866479963,33.07892414848516,28.91255732370803,25.912546410862376,26.015051426703508,26.799967959259448
2083,26.494890451681215,25.11737039920456,27.702660361977735,27.535095295584256,25.49442526074023,25.44493621768123,25.058722264757876,28.88866573072312,33.075336326128195,28.914733593511073,25.915374949066404,26.01789212147372,26.802693839470237
2084,26.497470901560405,25.120274141320067,27.70515403887225,27.537529809798514,25.497367955634672,25.445611551307252,25.061526692777306,28.89021279664661,33.07174850377129,28.916909863314118,25.918203487270546,26.020732816243935,26.805419719681083
2085,26.500051351439538,25.123177883435517,27.707647715766768,27.53996432401277,25.50031065052906,25.446286884933272,25.06433112079668,28.891759862570098,33.06816068141433,28.919086133117162,25.92103202547463,26.023573511014206,26.808145599891873
2086,26.50263180131867,25.126081625551024,27.710141392661285,27.54239883822703,25.503253345423502,25.446962218559236,25.06713554881611,28.89330692849353,33.064572859057364,28.921262402920206,25.923860563678716,26.026414205784477,26.810871480102662
2087,26.50521225119786,25.12898536766653,27.7126350695558,27.544833352441287,25.50619604031789,25.447637552185256,25.069939976835542,28.89485399441702,33.060985036700345,28.92343867272325,25.9266891018828,26.029254900554633,26.81359736031345
2088,26.507792701076994,25.13188910978198,27.715128746450375,27.547267866655545,25.509138735212275,25.448312885811276,25.072744404854973,28.89640106034051,33.05739721434338,28.925614942526295,25.929517640086885,26.032095595324904,26.81632324052424
2089,26.510373150956127,25.134792851897487,27.717622423344892,27.549702380869803,25.51208143010672,25.448988219437297,25.075548832874347,28.897948126263998,33.05380939198642,28.927791212329396,25.93234617829097,26.034936290095175,26.81904912073503
2090,26.512953600835317,25.137696594012994,27.72011610023941,27.55213689508406,25.515024125001162,25.44966355306326,25.078353260893834,28.899495192187487,33.05022156962946,28.92996748213244,25.935174716495055,26.03777698486539,26.821775000945877
2091,26.51553405071445,25.140600336128443,27.722609777133925,27.55457140929832,25.51796681989555,25.450338886689224,25.08115768891321,28.901042258110976,33.04663374727255,28.932143751935484,25.93800325469914,26.040617679635602,26.824500881156666
2092,26.518114500593583,25.14350407824395,27.725103454028442,27.557005923512577,25.52090951478999,25.4510142203153,25.08396211693264,28.90258932403441,33.04304592491553,28.93432002173853,25.940831792903225,26.043458374405873,26.827226761367456
2093,26.520694950472716,25.146407820359457,27.727597130923016,27.55944043772689,25.523852209684378,25.451689553941264,25.08676654495207,28.9041363899579,33.03945810255857,28.93649629154163,25.943660331107367,26.046299069176087,26.829952641578245
2094,26.523275400351906,25.149311562474907,27.730090807817533,27.56187495194115,25.52679490457882,25.452364887567285,25.0895709729715,28.905683455881388,33.03587028020161,28.938672561344674,25.94648886931145,26.049139763946357,26.83267852178909
2095,26.52585585023104,25.152215304590413,27.73258448471205,27.564309466155407,25.529737599473208,25.45304022119325,25.092375400990875,28.90723052180482,33.032282457844644,28.94084883114772,25.94931740751548,26.05198045871657,26.83540440199988
2096,26.528436300110172,25.15511904670592,27.735078161606566,27.566743980369665,25.53268029436765,25.45371555481927,25.095179829010306,28.908777587728366,33.02869463548768,28.943025100950763,25.952145945719565,26.054821153486785,26.838130282210727
2097,26.531016749989362,25.15802278882137,27.737571838501083,27.569178494583923,25.535622989262038,25.45439088844529,25.097984257029736,28.910324653651855,33.02510681313072,28.945201370753807,25.95497448392365,26.057661848257055,26.840856162421517
2098,26.533597199868495,25.160926530936877,27.7400655153956,27.571613008798238,25.538565684156424,25.455066222071252,25.100788685049167,28.911871719575288,33.02151899077376,28.94737764055685,25.95780302212779,26.060502543027326,26.843582042632306
2099,26.53617764974763,25.163830273052383,27.742559192290116,27.574047523012496,25.541508379050867,25.455741555697273,25.10359311306854,28.913418785498777,33.017931168416794,28.949553910359896,25.960631560331876,26.063343237797483,26.846307922843096
2100,26.53875809962682,25.166734015167833,27.74505286918469,27.576482037226754,25.544451073945254,25.456416889323293,25.10639754108803,28.914965851422266,33.01434334605983,28.95173018016294,25.96346009853596,26.066183932567753,26.849033803053885
2101,26.541338549505895,25.16963775728334,27.747546546079207,27.57891655144101,25.547393768839697,25.457092222949257,25.109201969107403,28.916512917345756,33.01075552370287,28.953906449965984,25.966288636740046,26.069024627338024,26.85175968326473
2102,26.543918999385085,25.172541499398847,27.750040222973723,27.58135106565527,25.550336463734084,25.457767556575277,25.112006397126834,28.91805998326919,33.00716770134591,28.95608271976903,25.96911717494413,26.071865322108238,26.85448556347552
2103,26.546499449264275,25.175445241514296,27.75253389986824,27.583785579869527,25.553279158628527,25.458442890201297,25.114810825146265,28.919607049192678,33.003579878988944,28.95825898957213,25.971945713148216,26.07470601687845,26.85721144368631
2104,26.54907989914335,25.178348983629803,27.755027576762757,27.586220094083785,25.556221853522914,25.459118223827318,25.11761525316564,28.921154115116224,32.99999205663198,28.960435259375174,25.9747742513523,26.077546711648722,26.8599373238971
2105,26.55166034902254,25.18125272574531,27.75752125365733,27.588654608298043,25.5591645484173,25.45979355745328,25.12041968118507,28.922701181039656,32.99640423427502,28.96261152917822,25.977602789556386,26.080387406418936,26.86266320410789
2106,26.554240798901674,25.18415646786076,27.760014930551847,27.5910891225123,25.562107243311743,25.4604688910793,25.1232241092045,28.924248246963145,32.99281641191806,28.964787798981263,25.98043132776047,26.083228101189206,26.865389084318736
2107,26.556821248780807,25.187060209976266,27.762508607446364,27.59352363672656,25.56504993820613,25.461144224705322,25.12602853722393,28.925795312886635,32.989228589561094,28.966964068784307,25.983259865964556,26.08606879595942,26.868114964529525
2108,26.559401698659997,25.189963952091773,27.76500228434088,27.595958150940817,25.567992633100573,25.461819558331285,25.128832965243305,28.927342378810067,32.98564076720413,28.96914033858735,25.98608840416864,26.088909490729634,26.870840844740314
2109,26.56198214853913,25.19286769420728,27.767495961235397,27.59839266515513,25.570935327995016,25.462494891957306,25.131637393262736,28.928889444733557,32.98205294484717,28.971316608390396,25.988916942372725,26.091750185499905,26.873566724951104
2110,26.564562598418263,25.19577143632273,27.769989638129914,27.60082717936939,25.573878022889403,25.463170225583326,25.134441821282167,28.930436510657046,32.978465122490206,28.97349287819344,25.99174548057681,26.09459088027012,26.876292605161893
2111,26.567143048297453,25.198675178438236,27.772483315024488,27.603261693583647,25.576820717783846,25.46384555920929,25.137246249301597,28.931983576580535,32.974877300133244,28.975669147996484,25.994574018780895,26.097431575040332,26.87901848537274
2112,26.569723498176586,25.201578920553743,27.774976991919004,27.605696207797905,25.579763412678233,25.46452089283531,25.140050677321028,28.933530642504024,32.97128947777628,28.977845417799585,25.997402556985037,26.100272269810603,26.88174436558353
2113,26.57230394805572,25.204482662669193,27.77747066881352,27.608130722012163,25.582706107572676,25.46519622646133,25.14285510534046,28.935077708427514,32.96770165541926,28.98002168760263,26.000231095189065,26.103112964580873,26.884470245794375
2114,26.574884397934852,25.2073864047847,27.779964345708038,27.61056523622642,25.585648802467063,25.46587156008735,25.145659533359833,28.936624774350946,32.9641138330623,28.982197957405674,26.00305963339315,26.105953659351087,26.887196126005165
2115,26.577464847814042,25.210290146900206,27.782458022602555,27.612999750440736,25.588591497361506,25.466546893713314,25.148463961379264,28.938171840274435,32.960526010705394,28.98437422720872,26.005888171597235,26.1087943541213,26.889922006215954
2116,26.580045297693232,25.213193889015656,27.784951699497128,27.615434264654994,25.591534192255892,25.467222227339278,25.151268389398695,28.939718906197925,32.95693818834843,28.986550497011763,26.008716709801377,26.11163504889157,26.892647886426744
2117,26.58262574757231,25.216097631131163,27.787445376391645,27.61786877886925,25.59447688715028,25.467897560965355,25.154072817418125,28.941265972121414,32.95335036599147,28.988726766814864,26.01154524800546,26.114475743661785,26.89537376663759
2118,26.585206197451498,25.21900137324667,27.78993905328616,27.62030329308351,25.597419582044722,25.46857289459132,25.1568772454375,28.942813038044903,32.94976254363445,28.990903036617908,26.014373786209546,26.117316438432056,26.89809964684838
2119,26.58778664733063,25.22190511536212,27.79243273018068,27.622737807297767,25.60036227693911,25.46924822821734,25.159681673456987,28.944360103968393,32.94617472127749,28.993079306420952,26.01720232441363,26.12015713320227,26.90082552705917
2120,26.590367097209764,25.224808857477626,27.794926407075195,27.625172321512025,25.603304971833552,25.469923561843302,25.16248610147636,28.945907169891825,32.942586898920524,28.995255576223997,26.02003086261766,26.122997827972483,26.90355140726996
2121,26.592947547088954,25.227712599593133,27.79742008396977,27.627606835726283,25.60624766672794,25.470598895469323,25.165290529495792,28.947454235815314,32.93899907656356,28.99743184602704,26.0228594008218,26.125838522742754,26.906277287480748
2122,26.595527996968087,25.230616341708583,27.79991376086423,27.63004134994054,25.609190361622325,25.471274229095343,25.168094957515223,28.949001301738804,32.935411254206656,28.999608115830085,26.025687939025886,26.128679217512968,26.909003167691537
2123,26.59810844684722,25.23352008382409,27.802407437758802,27.6324758641548,25.612133056516768,25.471949562721306,25.170899385534597,28.950548367662293,32.93182343184964,29.00178438563313,26.02851647722997,26.13151991228318,26.911729047902384
2124,26.60068889672641,25.236423825939596,27.80490111465332,27.634910378369057,25.615075751411155,25.472624896347327,25.173703813554027,28.952095433585782,32.928235609492674,29.003960655436174,26.031345015434056,26.134360607053452,26.914454928113173
2125,26.603269346605543,25.239327568055046,27.807394791547836,27.63734489258337,25.618018446305598,25.473300229973347,25.17650824157346,28.95364249950927,32.92464778713571,29.00613692523922,26.03417355363814,26.137201301823666,26.917180808323963
2126,26.605849796484677,25.242231310170553,27.80988846844241,27.63977940679763,25.620961141199984,25.47397556359931,25.17931266959289,28.955189565432704,32.92105996477875,29.00831319504232,26.037002091842226,26.140041996593936,26.919906688534752
2127,26.60843024636381,25.24513505228606,27.81238214533687,27.642213921011887,25.623903836094428,25.47465089722533,25.182117097612263,28.956736631356193,32.917472142421786,29.010489464845364,26.03983063004631,26.14288269136415,26.92263256874554
2128,26.611010696243,25.24803879440151,27.814875822231443,27.644648435226145,25.626846530988814,25.47532623085135,25.184921525631694,28.958283697279683,32.913884320064824,29.012665734648408,26.042659168250395,26.145723386134364,26.925358448956388
2129,26.613591146122133,25.250942536517016,27.81736949912596,27.647082949440403,25.629789225883258,25.47600156447737,25.187725953651125,28.959830763203115,32.91029649770786,29.014842004451452,26.04548770645448,26.148564080904634,26.928084329167177
2130,26.616171596001266,25.253846278632523,27.819863176020476,27.64951746365466,25.6327319207777,25.476676898103335,25.190530381670555,28.96137782912666,32.9067086753509,29.017018274254553,26.048316244658622,26.151404775674905,26.930810209378024
2131,26.618752045880456,25.256750020747972,27.82235685291505,27.651951977868976,25.635674615672087,25.477352231729355,25.19333480968993,28.96292489505015,32.903120852993936,29.019194544057598,26.05114478286265,26.15424547044512,26.933536089588813
2132,26.62133249575959,25.25965376286348,27.82485052980951,27.654386492083233,25.63861731056653,25.478027565355376,25.196139237709417,28.964471960973583,32.899533030636974,29.021370813860642,26.053973321066735,26.157086165215333,26.936261969799602
2133,26.623912945638722,25.262557504978986,27.827344206704083,27.65682100629749,25.641560005460917,25.47870289898134,25.19894366572879,28.966019026897072,32.89594520828001,29.02354708366363,26.05680185927082,26.159926859985603,26.938987850010392
